@relation 测试集-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute ﻿age {'\'(-inf-23.5]\'','\'(23.5-27.5]\'','\'(27.5-33.5]\'','\'(33.5-38.5]\'','\'(38.5-59.5]\'','\'(59.5-inf)\''}
@attribute worktype {Private,Local-gov,Self-emp-not-inc,Federal-gov,State-gov,Self-emp-inc,Without-pay,Never-worked}
@attribute edu {11th,HS-grad,Assoc-acdm,Some-college,10th,Prof-school,7th-8th,Bachelors,Masters,Doctorate,5th-6th,Assoc-voc,9th,12th,1st-4th,Preschool}
@attribute time_edu {'\'(-inf-8.5]\'','\'(8.5-10.5]\'','\'(10.5-12.5]\'','\'(12.5-13.5]\'','\'(13.5-14.5]\'','\'(14.5-inf)\''}
@attribute marrytyoe {Never-married,Married-civ-spouse,Widowed,Divorced,Separated,Married-spouse-absent,Married-AF-spouse}
@attribute job {Machine-op-inspct,Farming-fishing,Protective-serv,Other-service,Prof-specialty,Craft-repair,Adm-clerical,Exec-managerial,Tech-support,Sales,Priv-house-serv,Transport-moving,Handlers-cleaners,Armed-Forces}
@attribute relative {Own-child,Husband,Not-in-family,Unmarried,Wife,Other-relative}
@attribute people {Black,White,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Male,Female}
@attribute income {'\'(-inf-5119]\'','\'(5119-5316.5]\'','\'(5316.5-5909]\'','\'(5909-6667.5]\'','\'(6667.5-7055.5]\'','\'(7055.5-inf)\''}
@attribute lost {'\'(-inf-1537]\'','\'(1537-1568.5]\'','\'(1568.5-1820.5]\'','\'(1820.5-1859]\'','\'(1859-1881.5]\'','\'(1881.5-1978.5]\'','\'(1978.5-2168.5]\'','\'(2168.5-2384.5]\'','\'(2384.5-2450.5]\'','\'(2450.5-inf)\''}
@attribute timeperweek {'\'(-inf-34.5]\'','\'(34.5-37.5]\'','\'(37.5-40.5]\'','\'(40.5-inf)\''}
@attribute country {United-States,Peru,Guatemala,Mexico,Dominican-Republic,Ireland,Germany,Philippines,Thailand,Haiti,El-Salvador,Puerto-Rico,Vietnam,South,Columbia,Japan,India,Cambodia,Poland,Laos,England,Cuba,Taiwan,Italy,Canada,Portugal,China,Nicaragua,Honduras,Iran,Scotland,Jamaica,Ecuador,Yugoslavia,Hungary,Hong,Greece,Trinadad&Tobago,Outlying-US(Guam-US,France}
@attribute incomes {<=50K.,>50K.}

@data
'\'(33.5-38.5]\'',Federal-gov,Some-college,'\'(8.5-10.5]\'',Divorced,Tech-support,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',India,>50K.
'\'(38.5-59.5]\'',Private,Assoc-voc,'\'(10.5-12.5]\'',Separated,Prof-specialty,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Self-emp-inc,Bachelors,'\'(12.5-13.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(-inf-23.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Other-service,Other-relative,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Doctorate,'\'(14.5-inf)\'',Divorced,Tech-support,Unmarried,White,Male,'\'(7055.5-inf)\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Other-service,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Bachelors,'\'(12.5-13.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,11th,'\'(-inf-8.5]\'',Widowed,Craft-repair,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(-inf-23.5]\'',Private,11th,'\'(-inf-8.5]\'',Never-married,Other-service,Own-child,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,11th,'\'(-inf-8.5]\'',Married-civ-spouse,Craft-repair,Husband,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Exec-managerial,Own-child,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(23.5-27.5]\'',Local-gov,HS-grad,'\'(8.5-10.5]\'',Never-married,Transport-moving,Own-child,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Other-service,Own-child,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Local-gov,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Other-service,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,Bachelors,'\'(12.5-13.5]\'',Never-married,Prof-specialty,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Protective-serv,Not-in-family,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Handlers-cleaners,Own-child,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(59.5-inf)\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(59.5-inf)\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(59.5-inf)\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Transport-moving,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(59.5-inf)\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Other-service,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,11th,'\'(-inf-8.5]\'',Never-married,Sales,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Handlers-cleaners,Own-child,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Local-gov,Some-college,'\'(8.5-10.5]\'',Divorced,Adm-clerical,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,9th,'\'(-inf-8.5]\'',Married-civ-spouse,Sales,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(33.5-38.5]\'',Self-emp-not-inc,Some-college,'\'(8.5-10.5]\'',Divorced,Craft-repair,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Bachelors,'\'(12.5-13.5]\'',Never-married,Sales,Other-relative,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(59.5-inf)\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Priv-house-serv,Unmarried,Black,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(59.5-inf)\'',Self-emp-not-inc,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Other-service,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Local-gov,Some-college,'\'(8.5-10.5]\'',Never-married,Protective-serv,Not-in-family,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(23.5-27.5]\'',Local-gov,Bachelors,'\'(12.5-13.5]\'',Never-married,Prof-specialty,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(27.5-33.5]\'',Private,12th,'\'(-inf-8.5]\'',Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',Philippines,<=50K.
'\'(59.5-inf)\'',Private,Assoc-acdm,'\'(10.5-12.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(33.5-38.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Craft-repair,Other-relative,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Assoc-voc,'\'(10.5-12.5]\'',Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',Philippines,<=50K.
'\'(38.5-59.5]\'',Private,Assoc-voc,'\'(10.5-12.5]\'',Divorced,Tech-support,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Self-emp-not-inc,Prof-school,'\'(14.5-inf)\'',Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(7055.5-inf)\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Self-emp-inc,7th-8th,'\'(-inf-8.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',Greece,>50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Sales,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(33.5-38.5]\'',Private,Assoc-acdm,'\'(10.5-12.5]\'',Widowed,Sales,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,<=50K.
'\'(59.5-inf)\'',Self-emp-not-inc,7th-8th,'\'(-inf-8.5]\'',Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Tech-support,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Self-emp-not-inc,10th,'\'(-inf-8.5]\'',Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Self-emp-inc,Assoc-acdm,'\'(10.5-12.5]\'',Never-married,Exec-managerial,Not-in-family,White,Male,'\'(7055.5-inf)\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Other-service,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(59.5-inf)\'',Self-emp-not-inc,7th-8th,'\'(-inf-8.5]\'',Widowed,Other-service,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Adm-clerical,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Local-gov,Masters,'\'(13.5-14.5]\'',Never-married,Prof-specialty,Not-in-family,White,Male,'\'(7055.5-inf)\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(23.5-27.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Other-service,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Bachelors,'\'(12.5-13.5]\'',Never-married,Adm-clerical,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Handlers-cleaners,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Handlers-cleaners,Wife,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Federal-gov,Bachelors,'\'(12.5-13.5]\'',Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,'\'(-inf-5119]\'','\'(1881.5-1978.5]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Adm-clerical,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Handlers-cleaners,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Sales,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Adm-clerical,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Private,Bachelors,'\'(12.5-13.5]\'',Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(59.5-inf)\'',Self-emp-not-inc,7th-8th,'\'(-inf-8.5]\'',Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(5909-6667.5]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(27.5-33.5]\'',Local-gov,HS-grad,'\'(8.5-10.5]\'',Separated,Other-service,Unmarried,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(38.5-59.5]\'',Self-emp-inc,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(-inf-23.5]\'',Private,11th,'\'(-inf-8.5]\'',Never-married,Farming-fishing,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Adm-clerical,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Machine-op-inspct,Unmarried,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Assoc-acdm,'\'(10.5-12.5]\'',Never-married,Prof-specialty,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,Assoc-acdm,'\'(10.5-12.5]\'',Never-married,Other-service,Other-relative,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,10th,'\'(-inf-8.5]\'',Never-married,Other-service,Other-relative,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Divorced,Protective-serv,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,>50K.
'\'(27.5-33.5]\'',Private,Bachelors,'\'(12.5-13.5]\'',Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Tech-support,Not-in-family,Black,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Adm-clerical,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(-inf-23.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Prof-specialty,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Federal-gov,Masters,'\'(13.5-14.5]\'',Never-married,Exec-managerial,Not-in-family,White,Female,'\'(7055.5-inf)\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(38.5-59.5]\'',Self-emp-inc,Bachelors,'\'(12.5-13.5]\'',Widowed,Exec-managerial,Not-in-family,Black,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Divorced,Adm-clerical,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(34.5-37.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Private,12th,'\'(-inf-8.5]\'',Separated,Sales,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,1st-4th,'\'(-inf-8.5]\'',Widowed,Machine-op-inspct,Unmarried,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',Mexico,<=50K.
'\'(-inf-23.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Exec-managerial,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Doctorate,'\'(14.5-inf)\'',Divorced,Exec-managerial,Unmarried,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(33.5-38.5]\'',Private,Masters,'\'(13.5-14.5]\'',Never-married,Exec-managerial,Not-in-family,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Federal-gov,Masters,'\'(13.5-14.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Self-emp-not-inc,Bachelors,'\'(12.5-13.5]\'',Married-spouse-absent,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Self-emp-inc,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',Greece,>50K.
'\'(27.5-33.5]\'',State-gov,HS-grad,'\'(8.5-10.5]\'',Divorced,Exec-managerial,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Private,Assoc-acdm,'\'(10.5-12.5]\'',Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',Thailand,<=50K.
'\'(27.5-33.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Prof-specialty,Other-relative,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(27.5-33.5]\'',Local-gov,Bachelors,'\'(12.5-13.5]\'',Separated,Prof-specialty,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Never-married,Adm-clerical,Own-child,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Private,Masters,'\'(13.5-14.5]\'',Never-married,Sales,Not-in-family,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(23.5-27.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Never-married,Craft-repair,Other-relative,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Self-emp-not-inc,Assoc-acdm,'\'(10.5-12.5]\'',Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Local-gov,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(-inf-5119]\'','\'(2168.5-2384.5]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Tech-support,Husband,White,Male,'\'(7055.5-inf)\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,>50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Widowed,Other-service,Unmarried,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(-inf-23.5]\'',Private,10th,'\'(-inf-8.5]\'',Never-married,Craft-repair,Unmarried,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Private,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Other-service,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(38.5-59.5]\'',Local-gov,Doctorate,'\'(14.5-inf)\'',Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(40.5-inf)\'',United-States,>50K.
'\'(-inf-23.5]\'',Self-emp-inc,12th,'\'(-inf-8.5]\'',Never-married,Adm-clerical,Own-child,White,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(-inf-34.5]\'',United-States,<=50K.
'\'(27.5-33.5]\'',Self-emp-not-inc,HS-grad,'\'(8.5-10.5]\'',Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
'\'(33.5-38.5]\'',Local-gov,Some-college,'\'(8.5-10.5]\'',Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,'\'(-inf-5119]\'','\'(-inf-1537]\'','\'(37.5-40.5]\'',United-States,<=50K.
